age,working_sector,financial_weight,qualification,years_of_education,loan_taken,marital_status,occupation,relationship,ethnicity,gender,gain,loss,working_hours,country,target
61.0,private,298400.0,Bachelors,EDL4,0,Divorced,sales, Not-in-family, Black, Male,4787.0,0.0,48.0, United-States,1
66.0,self_employed,182470.0,Masters,EDL5,1,Married-civilian,specialty, Husband, White, Male,0.0,0.0,25.0, United-States,1
57.0,self_employed,107617.0,HighGrad,EDL2,0,Separated,farming, Not-in-family, White, Male,0.0,0.0,60.0, United-States,1
44.0,self_employed,116358.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, Yugoslavia,1
42.0,private,367533.0,dropout,EDL1,0,Married-civilian,repair, Own-child, Other, Male,0.0,0.0,43.0, United-States,1
34.0,private,209691.0,CommunityCollege,EDL4,0,Married-civilian,specialty, Husband, White, Male,4386.0,0.0,50.0, United-States,1
54.0,private,169719.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,3103.0,0.0,40.0, United-States,1
40.0,private,115932.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,60.0, Ireland,1
44.0,private,224658.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,45.0, United-States,1
29.0,local_body,376302.0,CommunityCollege,EDL4,1,Married-civilian,support, Wife, White, Female,0.0,0.0,35.0, Nicaragua,1
66.0,self_employed,140456.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
47.0,private,195978.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
50.0,self_employed,132716.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, Germany,1
43.0,private,160943.0,HighGrad,EDL2,0,Married-civilian,other, Husband, Black, Male,0.0,0.0,40.0, United-States,1
33.0,private,235847.0,Masters,EDL5,0,Married-civilian,managerial, Wife, White, Female,0.0,0.0,40.0, United-States,1
71.0,national,422149.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,20051.0,0.0,40.0, United-States,1
48.0,state,31141.0,CommunityCollege,EDL3,0,Married-civilian,guard, Husband, White, Male,0.0,1902.0,40.0, United-States,1
53.0,private,281425.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
44.0,private,310255.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,60.0, United-States,1
32.0,national,82393.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,56.0, United-States,1
31.0,private,226696.0,HighGrad,EDL2,0,Never-married,repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
53.0,private,195813.0,dropout,EDL1,0,Married-civilian,repair, Husband, Other, Male,5178.0,0.0,40.0, Puerto-Rico,1
36.0,private,123983.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,55.0, Japan,1
37.0,private,147258.0,dropout,EDL1,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,50.0, United-States,1
63.0,state,222289.0,Bachelors,EDL4,1,Married-civilian,transport, Husband, White, Male,7688.0,0.0,54.0, United-States,1
67.0,self_employed,171564.0,HighGrad,EDL2,0,Married-civilian,specialty, Wife, White, Female,20051.0,0.0,30.0, England,1
64.0,national,86837.0,CommunityCollege,EDL4,0,Married-civilian,other, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,1
53.0,private,89587.0,CommunityCollege,EDL3,0,Married-civilian,transport, Husband, White, Male,7298.0,0.0,45.0, United-States,1
37.0,local_body,365430.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,5178.0,0.0,40.0, United-States,1
53.0,private,129525.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
54.0,private,37289.0,Masters,EDL5,0,Married-civilian,managerial, Wife, White, Female,0.0,0.0,55.0, United-States,1
43.0,self_employed,225165.0,HighGrad,EDL2,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,55.0, United-States,1
59.0,national,190541.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
46.0,self_employed,366089.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,1
29.0,private,51944.0,HighGrad,EDL2,0,Married-civilian,other, Wife, White, Female,4386.0,0.0,40.0, United-States,1
30.0,private,163604.0,Bachelors,EDL4,0,Widowed,specialty, Unmarried, White, Female,0.0,0.0,55.0, United-States,1
35.0,private,127306.0,CommunityCollege,EDL4,0,Never-married,clerical, Own-child, White, Female,14344.0,0.0,40.0, United-States,1
42.0,private,366180.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,55.0, United-States,1
47.0,private,61885.0,Bachelors,EDL4,1,Married-civilian,specialty, Husband, White, Male,15024.0,0.0,50.0, United-States,1
36.0,self_employed,182898.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,1
48.0,state,118330.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,5178.0,0.0,40.0, United-States,1
33.0,national,26543.0,CommunityCollege,EDL4,0,Married-civilian,support, Husband, White, Male,0.0,0.0,40.0, United-States,1
31.0,private,84130.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Husband, White, Male,0.0,0.0,50.0, United-States,1
52.0,private,389270.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Wife, White, Female,0.0,0.0,35.0, United-States,1
35.0,private,240389.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,43.0, United-States,1
45.0,private,81534.0,HighGrad,EDL2,0,Married-civilian,other, Husband, Asian-Pac-Islander, Male,0.0,0.0,84.0, Japan,1
56.0,private,116143.0,Bachelors,EDL4,0,Married-civilian,clerical, Husband, White, Male,5178.0,0.0,44.0, United-States,1
64.0,local_body,190660.0,HighGrad,EDL2,1,Divorced,repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
36.0,private,58343.0,Bachelors,EDL4,0,Married-civilian,support, Husband, White, Male,3103.0,0.0,42.0, United-States,1
45.0,local_body,318280.0,CommunityCollege,EDL3,0,Married-civilian,specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,1
33.0,private,217460.0,CommunityCollege,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
30.0,self_employed,166961.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Wife, White, Female,0.0,0.0,20.0, United-States,1
70.0,self_employed,124449.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,2246.0,8.0, United-States,1
30.0,private,235271.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
46.0,private,121124.0,CommunityCollege,EDL4,0,Married-civilian,managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,1
59.0,self_employed,169982.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,15024.0,0.0,60.0, United-States,1
45.0,private,197240.0,dropout,EDL2,0,Married-civilian,sales, Husband, White, Male,7688.0,0.0,40.0, United-States,1
26.0,private,291968.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,1977.0,40.0, United-States,1
46.0,national,349230.0,CommunityCollege,EDL4,0,Married-civilian,support, Husband, White, Male,0.0,1848.0,40.0, United-States,1
54.0,self_employed,46704.0,HighGrad,EDL2,0,Married-civilian,farming, Husband, White, Male,0.0,0.0,60.0, United-States,1
28.0,private,105817.0,dropout,EDL1,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
40.0,private,163455.0,CommunityCollege,EDL3,0,Married-civilian,support, Husband, White, Male,0.0,0.0,55.0, United-States,1
37.0,private,126569.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,1977.0,40.0, United-States,1
45.0,local_body,56841.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
53.0,national,90127.0,CommunityCollege,EDL3,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,60.0, United-States,1
48.0,national,435503.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
45.0,state,103406.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,1977.0,60.0, United-States,1
54.0,private,225307.0,dropout,EDL1,0,Divorced,repair, Own-child, White, Female,0.0,0.0,50.0, United-States,1
36.0,private,286115.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
50.0,private,187830.0,Bachelors,EDL4,0,Never-married,managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
46.0,private,45363.0,Masters,EDL5,0,Divorced,specialty, Not-in-family, White, Male,0.0,2824.0,40.0, United-States,1
41.0,self_employed,220821.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,7688.0,0.0,40.0, United-States,1
46.0,self_employed,110457.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,55.0, United-States,1
43.0,self_employed,193494.0,Masters,EDL5,1,Married-civilian,specialty, Husband, White, Male,0.0,0.0,60.0, United-States,1
58.0,self_employed,113806.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,7688.0,0.0,30.0, United-States,1
33.0,private,123291.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,84.0, United-States,1
50.0,local_body,226497.0,CommunityCollege,EDL3,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,52.0, United-States,1
35.0,private,282979.0,HighGrad,EDL2,0,Married-civilian,sales, Husband, White, Male,5178.0,0.0,50.0, United-States,1
36.0,private,166549.0,Bachelors,EDL4,0,Divorced,clerical, Not-in-family, White, Male,0.0,0.0,55.0, United-States,1
39.0,private,224566.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1
73.0,private,183213.0,CommunityCollege,EDL4,0,Widowed,specialty, Not-in-family, White, Male,25124.0,0.0,60.0, United-States,1
47.0,private,150768.0,Bachelors,EDL4,0,Divorced,cleaner, Not-in-family, White, Male,0.0,1564.0,51.0, United-States,1
36.0,private,176634.0,Bachelors,EDL4,0,Married-civilian,sales, Wife, White, Female,0.0,0.0,35.0, United-States,1
30.0,private,509500.0,Bachelors,EDL4,0,Never-married,support, Not-in-family, White, Female,4787.0,0.0,45.0, United-States,1
32.0,private,209103.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,20.0, United-States,1
52.0,private,144361.0,CommunityCollege,EDL4,0,Married-civilian,repair, Husband, White, Male,0.0,1902.0,40.0, United-States,1
27.0,private,244402.0,CommunityCollege,EDL4,0,Never-married,managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
42.0,private,155972.0,HighGrad,EDL2,1,Married-civilian,cleaner, Husband, White, Male,0.0,0.0,40.0, United-States,1
49.0,private,291783.0,Bachelors,EDL4,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
31.0,private,308540.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
37.0,private,140713.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Husband, Black, Male,0.0,0.0,40.0, Jamaica,1
53.0,local_body,216931.0,CommunityCollege,EDL3,0,Married-civilian,guard, Husband, White, Male,4386.0,0.0,40.0, United-States,1
59.0,self_employed,253062.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,55.0, United-States,1
32.0,private,231413.0,HighGrad,EDL2,0,Married-civilian,inspector, Husband, White, Male,0.0,0.0,40.0, United-States,1
53.0,local_body,197054.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
35.0,private,30565.0,HighGrad,EDL2,0,Married-defence,other, Wife, White, Female,0.0,0.0,40.0, United-States,1
38.0,private,241998.0,dropout,EDL2,0,Married-civilian,repair, Husband, White, Male,7688.0,0.0,40.0, United-States,1
58.0,self_employed,196403.0,HighGrad,EDL2,0,Married-civilian,managerial, Wife, White, Female,0.0,0.0,10.0, United-States,1
43.0,state,506329.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,15024.0,0.0,40.0, Yugoslavia,1
41.0,private,428499.0,dropout,EDL1,0,Married-civilian,repair, Husband, White, Male,0.0,1485.0,50.0, United-States,1
31.0,self_employed,182177.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,1902.0,40.0, United-States,1
54.0,local_body,129972.0,CommunityCollege,EDL4,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,38.0, United-States,1
31.0,self_employed,203488.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
47.0,private,128796.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
40.0,private,55395.0,CommunityCollege,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
48.0,state,151584.0,CommunityCollege,EDL3,0,Never-married,transport, Not-in-family, White, Male,8614.0,0.0,60.0, United-States,1
35.0,private,322171.0,CommunityCollege,EDL3,0,Married-civilian,other, Wife, White, Female,0.0,0.0,40.0, United-States,1
59.0,private,227856.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,37.0, United-States,1
63.0,private,266083.0,dropout,EDL1,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,60.0, United-States,1
43.0,self_employed,150533.0,CommunityCollege,EDL4,0,Married-civilian,managerial, Other-relative, White, Male,0.0,0.0,50.0, United-States,1
44.0,national,244054.0,CommunityCollege,EDL3,0,Divorced,managerial, Unmarried, White, Male,0.0,0.0,60.0, United-States,1
50.0,private,238959.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Husband, White, Male,0.0,0.0,45.0, United-States,1
51.0,state,172022.0,Masters,EDL5,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
50.0,private,94391.0,CommunityCollege,EDL4,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,50.0, United-States,1
50.0,local_body,153064.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,5178.0,0.0,40.0, United-States,1
37.0,self_employed,36214.0,Bachelors,EDL4,1,Married-civilian,repair, Husband, White, Male,0.0,0.0,65.0, United-States,1
45.0,self_employed,319122.0,Bachelors,EDL4,0,Never-married,sales, Not-in-family, White, Male,14084.0,0.0,45.0, United-States,1
34.0,private,155151.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
39.0,private,24106.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, Philippines,1
32.0,private,133861.0,Bachelors,EDL4,0,Never-married,managerial, Not-in-family, White, Male,13550.0,0.0,48.0, United-States,1
53.0,private,149650.0,HighGrad,EDL2,0,Never-married,sales, Not-in-family, White, Male,0.0,2559.0,48.0, United-States,1
48.0,private,182541.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,15024.0,0.0,45.0, United-States,1
68.0,private,195868.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,20051.0,0.0,40.0, United-States,1
45.0,national,168232.0,Bachelors,EDL4,0,Never-married,clerical, Not-in-family, White, Male,0.0,0.0,55.0, United-States,1
24.0,private,145964.0,Bachelors,EDL4,0,Never-married,managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States,1
51.0,private,153870.0,HighGrad,EDL2,0,Married-civilian,support, Husband, White, Male,0.0,0.0,40.0, United-States,1
47.0,private,323798.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,15024.0,0.0,55.0, United-States,1
45.0,private,167187.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
42.0,private,230684.0,HighGrad,EDL2,0,Married-civilian,sales, Husband, White, Male,5178.0,0.0,50.0, United-States,1
25.0,private,122175.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
37.0,self_employed,241998.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,5.0, United-States,1
52.0,private,279129.0,CommunityCollege,EDL3,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,37.0, United-States,1
47.0,private,155659.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, White, Male,7688.0,0.0,55.0, United-States,1
41.0,national,19914.0,Bachelors,EDL4,0,Married-civilian,clerical, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,1
61.0,private,115023.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
32.0,private,101709.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,1
63.0,private,250068.0,dropout,EDL2,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
36.0,private,280169.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
39.0,private,144608.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,40.0, Yugoslavia,1
60.0,state,141580.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,50.0, United-States,1
37.0,private,170174.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,46.0, United-States,1
56.0,private,314149.0,Doctorate,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
55.0,national,31728.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Wife, White, Female,0.0,0.0,40.0, United-States,1
43.0,private,83411.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
46.0,private,193047.0,HighGrad,EDL2,1,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
60.0,local_body,259803.0,Bachelors,EDL4,0,Married-civilian,specialty, Wife, White, Female,0.0,0.0,45.0, United-States,1
43.0,private,130126.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,1
40.0,private,175696.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
25.0,private,213412.0,CommunityCollege,EDL3,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
49.0,private,54772.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,3103.0,0.0,45.0, United-States,1
44.0,self_employed,56651.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,7688.0,0.0,45.0, United-States,1
58.0,private,280309.0,CommunityCollege,EDL4,1,Married-civilian,managerial, Husband, White, Male,5178.0,0.0,60.0, United-States,1
45.0,private,172822.0,dropout,EDL1,0,Divorced,transport, Not-in-family, White, Male,0.0,2824.0,76.0, United-States,1
53.0,local_body,216691.0,Doctorate,EDL5,0,Divorced,specialty, Not-in-family, White, Female,10520.0,0.0,40.0, United-States,1
32.0,private,212276.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,60.0, United-States,1
47.0,private,98012.0,Masters,EDL5,0,Married-civilian,specialty, Wife, White, Female,7688.0,0.0,40.0, United-States,1
41.0,private,351161.0,HighGrad,EDL2,0,Married-civilian,sales, Husband, White, Male,0.0,1848.0,45.0, United-States,1
53.0,private,290640.0,HighGrad,EDL2,0,Married-civilian,other, Husband, White, Male,0.0,0.0,50.0, Germany,1
66.0,private,196674.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,15.0, United-States,1
44.0,local_body,189956.0,Bachelors,EDL4,0,Married-civilian,guard, Wife, Black, Female,15024.0,0.0,40.0, United-States,1
46.0,private,99086.0,CommunityCollege,EDL3,1,Married-civilian,clerical, Wife, White, Female,0.0,0.0,40.0, United-States,1
52.0,private,110563.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
45.0,private,297884.0,Bachelors,EDL4,0,Divorced,managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
41.0,private,120277.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
37.0,private,109133.0,CommunityCollege,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,1977.0,45.0, United-States,1
33.0,private,100882.0,Masters,EDL5,0,Never-married,managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
50.0,private,237868.0,Masters,EDL5,1,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
40.0,private,126701.0,Bachelors,EDL4,0,Married-non-resident,managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
54.0,self_employed,172175.0,CommunityCollege,EDL3,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,40.0, United-States,1
53.0,local_body,608184.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, Black, Male,0.0,0.0,40.0, United-States,1
50.0,local_body,425804.0,Bachelors,EDL4,0,Divorced,managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
60.0,local_body,227332.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
67.0,self_employed,73559.0,HighGrad,EDL2,0,Married-civilian,managerial, Husband, White, Male,9386.0,0.0,50.0, United-States,1
26.0,private,169121.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,48.0, United-States,1
49.0,self_employed,107597.0,HighGrad,EDL2,0,Divorced,managerial, Unmarried, White, Female,14084.0,0.0,30.0, United-States,1
59.0,private,97168.0,dropout,EDL1,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
44.0,private,155930.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,7688.0,0.0,55.0, United-States,1
44.0,local_body,145246.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,44.0, United-States,1
42.0,private,373469.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
65.0,self_employed,139960.0,HighGrad,EDL2,0,Married-civilian,farming, Husband, White, Male,10605.0,0.0,60.0, United-States,1
42.0,state,160369.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
29.0,state,198493.0,CommunityCollege,EDL4,0,Married-civilian,guard, Husband, White, Male,0.0,0.0,40.0, United-States,1
45.0,private,266860.0,Masters,EDL5,0,Married-civilian,managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,1
60.0,national,237317.0,CommunityCollege,EDL4,0,Divorced,specialty, Unmarried, White, Male,4934.0,0.0,40.0, United-States,1
55.0,self_employed,298449.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,2415.0,50.0, United-States,1
40.0,private,360884.0,CommunityCollege,EDL3,1,Married-civilian,clerical, Wife, White, Female,7298.0,0.0,40.0, United-States,1
46.0,state,177305.0,CommunityCollege,EDL4,0,Married-civilian,transport, Wife, Black, Female,0.0,0.0,35.0, United-States,1
39.0,private,165106.0,Bachelors,EDL4,0,Married-non-resident,repair, Not-in-family, White, Male,0.0,1564.0,50.0, Yugoslavia,1
41.0,private,424478.0,CommunityCollege,EDL3,0,Married-civilian,repair, Husband, Black, Male,0.0,0.0,45.0, United-States,1
59.0,private,189721.0,Bachelors,EDL4,0,Married-civilian,cleaner, Husband, White, Male,0.0,0.0,40.0, Italy,1
67.0,self_employed,148690.0,Masters,EDL5,0,Widowed,specialty, Not-in-family, White, Male,18481.0,0.0,2.0, United-States,1
60.0,private,125019.0,Bachelors,EDL4,0,Divorced,specialty, Not-in-family, White, Female,8614.0,0.0,48.0, United-States,1
39.0,self_employed,172538.0,Bachelors,EDL4,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
32.0,self_employed,410615.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,1887.0,60.0, United-States,1
32.0,private,195602.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,0.0,1977.0,45.0, United-States,1
33.0,self_employed,422960.0,CommunityCollege,EDL3,0,Married-civilian,specialty, Wife, White, Female,0.0,0.0,60.0, United-States,1
43.0,local_body,188291.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,15024.0,0.0,45.0, United-States,1
50.0,self_employed,163948.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,40.0, United-States,1
63.0,private,64544.0,Bachelors,EDL4,0,Never-married,support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
55.0,private,101468.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,3103.0,0.0,40.0, United-States,1
40.0,private,99604.0,Masters,EDL5,0,Married-civilian,specialty, Wife, White, Female,15024.0,0.0,24.0, United-States,1
58.0,private,194733.0,CommunityCollege,EDL4,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
38.0,private,208358.0,HighGrad,EDL2,0,Married-civilian,repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
30.0,private,183284.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
33.0,private,251120.0,Bachelors,EDL4,0,Married-civilian,sales, Husband, White, Male,7688.0,0.0,50.0, United-States,1
34.0,private,317809.0,Bachelors,EDL4,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,50.0, Yugoslavia,1
50.0,private,31014.0,HighGrad,EDL2,0,Married-civilian,specialty, Wife, White, Female,0.0,0.0,40.0, United-States,1
44.0,private,151985.0,Masters,EDL5,0,Married-civilian,managerial, Wife, White, Female,0.0,0.0,24.0, United-States,1
35.0,private,406051.0,Doctorate,EDL5,0,Never-married,specialty, Not-in-family, White, Female,0.0,0.0,80.0, United-States,1
67.0,private,212705.0,Masters,EDL5,0,Married-non-resident,managerial, Not-in-family, White, Male,0.0,0.0,55.0, United-States,1
35.0,private,103986.0,CommunityCollege,EDL4,0,Married-civilian,support, Husband, White, Male,0.0,0.0,40.0, United-States,1
44.0,private,203761.0,CommunityCollege,EDL3,0,Married-civilian,managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
30.0,national,321990.0,CommunityCollege,EDL3,0,Married-civilian,clerical, Husband, White, Male,7298.0,0.0,48.0, Cuba,1
52.0,private,108914.0,HighGrad,EDL2,0,Married-civilian,sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
44.0,self_employed,191712.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,2415.0,55.0, United-States,1
44.0,private,176063.0,HighGrad,EDL2,0,Married-civilian,transport, Husband, White, Male,0.0,0.0,50.0, United-States,1
31.0,self_employed,467108.0,Bachelors,EDL4,0,Never-married,specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,1
55.0,private,193130.0,HighGrad,EDL2,0,Married-civilian,cleaner, Husband, White, Male,0.0,1887.0,40.0, United-States,1
48.0,private,148995.0,Masters,EDL5,0,Married-civilian,specialty, Husband, White, Male,0.0,0.0,55.0, United-States,1
